Key,Duplicate,Semantic number,Scrape Name,Cleaned Name,Scrape Identifier,Object (what is it?),Year,Ety. type,2nd Ety. type,Etymology,Full Expansion/Phrase,1st Jargon,1st Jargon Type Connection,2nd Jargon,2nd Jargon Type Connection,END/RECURSIVE?,Explanation,Cultural Heritage (CH),CH Subclass,CH Last Class,Version Numbering?,Source,Additional Information,3rd Jargon,3rd Jargon Type Connection,4th Jargon,4th Jargon Type Connection
599,N,1,T-SQL (Transact-SQL),T-SQL,PL,PL,,Acronym,,,Transact-SQL,SQL,,,,,,,,,,,,,,,
600,N,1,Transcript (LiveCode),Transcript,PL,PL,2001,Functional,,,,,,,,,"Speculative: perhaps refers to the things that needs to be executed, thus a transcript of the procedures",,,,,,,,,,
601,N,1,TTCN (Tree and Tabular Combined Notation),TTCN,PL,PL,,,,,Tree and Tabular Combined Notation,,,,,,"Acronym was changed at some point to ""Testing and Test Control Notation""",,,,,,,,,,
602,N,1,Turing,Turing,PL,PL,1982,Attribution;Thematic,,,,Euclid,,Pascal,,,"Named after computer scientist Alan Turing. Also named after someone, as it is influenced by the languages Euclid and Pascal",,,,,,,,,,
603,N,1,TUTOR (PLATO Author Language),TUTOR,PL,PL,1969,Functional,,,,,,,,,"Refers to the actual thing it does: The lan guage is designed to create lessons, or instruction lectures",,,,,,,,,,
604,N,1,TXL,TXL,PL,PL,<2004,Abbreviation,,,Turing eXtender Language,Turing,,,,,,,,,,,,,,,
605,N,1,TypeScript,TypeScript,PL,PL,2012,Functional,,,,JavaScript,,,,,"Refers to the fact that JavaScript now has types, from which its name is derived",,,,,,,,,,
606,N,1,Tynker,Tynker,PL,PL,,Company,,,Tynker,,,,,,"Kids ""tinker"" with toys. It is an educational language",,,,,,,,,,
607,N,1,Ubercode,Ubercode,PL,PL,2005,Company,,,,Ubercode Software,,,,,,,,,,,,,,,
608,N,1,UCSD Pascal,UCSD Pascal,PL,PL,1977,Acronym;Relation,,,"University of California, San Diego",Pascal,,,,,,,,,,,,,,,
609,N,1,Umple,Umple,PL,PL,2008,Abbreviation;Functional,,,UML ample/simple,UML,,,,,A combination of the functional and relation parts,,,,,,,,,,
610,N,1,Unicon,Unicon,PL,PL,<1998,Abbreviation,,,Unified Extended Dialect of Icon,Icon,,,,,,Animal,Theme;Logo,Unicorn,,,,,,,
611,N,1,Uniface,Uniface,PL,PL,1984,,,,,Uniface (company),,,,,,,,,,,,,,,
612,N,1,UNITY,UNITY,PL,PL,1988,Functional,,,,,,,,,,,,,,,A fictional language.,,,,
613,N,1,UnrealScript,UnrealScript,PL,PL,1998,Product,,,,Unreal Engine,,,,,,,,,,,,,,,
614,N,1,Vala,Vala,PL,PL,2006,Thematic,,,,GNOME,,Mono,,,"The authors found inspiration from Mono. However, following the 'fantasy theme' (gnomes are not real), it seems the authors retained the short name, but instead of an old mythical figure, they took from Tolkien, where they took the singular form of the Valar (--> Vala) to denote the ""angels"" dedicated to Eru Illúvatar, the creator of the universe. ",,,,,,,,,,
615,N,1,Vim script,Vim script,PL,PL,1991,Relation,,,,vim,,,,,Directly related to the vim application,,,,,,,,,,
616,N,1,Viper (Ethereum/Ether (ETH)) (actual name in repo: vyper),Vyper,PL,PL,2016,,,,,Python,,,,,Influenced by python Date is when Repo was created,,,,,,,,,,
617,N,3,Visual DataFlex,DataFlex,PL,PL,1982,Company;Functional,,,,Data Access Corporation,,,,,"""data"" refers to the company. ""flex"" refers to its flexibility of being able to run on a mulitude of hardware: ""and developed a language allowing application code to run on almost any system architecture, regardless of hardware.""",,,,,https://en.wikipedia.org/wiki/DataFlex,,,,,
618,N,1,Visual DialogScript,Functional,PL,PL,<1998,Functional,,,,,,,,,,,,,,,,,,,
619,N,1,Visual FoxPro,Visual FoxPro,PL,PL,,Relation,,,,FoxPro,,,,,,,,,,,,,,,
620,N,1,Visual J++,Visual J++,PL,PL,1996,Relation,,,,J++,,,,,,,,,,,,,,,
621,N,1,Visual LISP,Visual LISP,PL,PL,1986,Relation,,,,LISP,,,,,,,,,,,,,,,
622,N,1,Visual Objects,Visual Objects,PL,PL,1999,,,,,,,,,,,,,,,,,,,,
623,N,1,Visual Prolog,Visual Prolog,PL,PL,<1986,,,,,Prolog,,,,,,,,,,,,,,,
624,N,1,"WATFIV, WATFOR (WATerloo FORtran IV)",WATerloo FORTRAN IV,PL,PL,<1965,Relation,,,,University of Waterloo,,Fortran,,,,,,,YES,,,,,,
625,N,1,WebAssembly,WebAssembly,PL,PL,2017,Relation,,,,Web,,Assembly,,,,,,,,,,,,,
626,N,1,WebDNA,WebDNA,PL,PL,1995,Product;Functional,,,,WebCatalog,,,,,"Refers to to WebCatalog, and the DNA refers to the language being the thing fueling the product",,,,,,,,,,
627,N,1,Whiley,Whiley,PL,PL,2009,,,,,,,,,,,,,,,,,,,,
628,N,1,Winbatch,Winbatch,PL,PL,1985,Abbreviation;Company,,,,Windows,,Batch,,,,,,,,,,,,,
629,N,1,Wolfram Language,Wolfram Language,PL,PL,1988,Company,,,,"Wolfram Research, Inc.",,,,,,,,,,,,,,,
630,N,1,Wyvern,Wyvern,PL,PL,<2012,,,,,,,,,,,Animal,Name,Wyvern,,,,,,,
631,N,1,X++ (X plus plus/Microsoft Dynamics AX),X++,PL,PL,2016,,,,,,,,,,,,,,UNSURE,,,,,,
632,N,1,X10,X10,PL,PL,2004,,,,,,,,,,,,,,,,,,,,
633,N,1,xBase++ (xBase plus plus),xBase++,PL,PL,<1995,,,,,xBase,,C++,Relation,,,,,,YES,,,,,,
634,N,1,XBL,XBL,PL,PL,1995<,Acronym,,,XML Binding Language,binding,,XML,,,,,,,,,,,,,
635,N,1,XMOS architecture,XMOS architecture,PL,PL,,,,,,,,,,,,,,,,,,,,,
636,N,1,xHarbour,xHarbour,PL,PL,,,,,,,,,,,,,,,,,,,,,
637,N,1,Xojo,Xojo,PL,PL,2013,,,,,,,,,,,,,,,,,,,,
638,N,1,XOTcl,XOTcl,PL,PL,2000,,,,,OTcl,,,,,,,,,,,,,,,
639,N,1,Xod,Xod,PL,PL,2016,,,,,,,,,,,,,,,,,,,,
640,N,1,XPL,XPL,PL,PL,1967,Relation,,,,PL/I,,,,,,,,,,,,,,,
641,N,1,XPL0,XPL0,PL,PL,1976,,,,,,,,,,This language is NOT related to XPL,,,,,,,,,,
642,N,1,XQuery,XQuery,PL,PL,2007,Abbreviation,,,XML Query,XML,,,,,,,,,,,,,,,
643,N,1,XSB,XSB,PL,PL,1986,,,,,Stony Brook University,,,,,,,,,,,,,,,
644,N,1,XSharp (X#),X#,PL,PL,2017,Abbreviation,`,,xBase Sharp,xBase,,,,,,,,,,,,,,,
645,N,1,XSLT,XSLT,PL,PL,1998,Abbreviation,,,Extensible Stylesheet Language Transformations,,,,,,,,,,,,,,,,
646,N,1,Xtend,Xtend,PL,PL,2011,Abbreviation,,,,Xtext,,,,,,,,,,,,,,,
647,N,1,Yorick,Yorick,PL,PL,,Boy's name,,,,,,,,,Unknown,,,,,,,,,,
648,N,1,YQL,YQL,PL,PL,2008,Acronym,,,Yahoo! Query Language,Yahoo!,,,,,,,,,,,,,,,
649,N,1,Yoix,Yoix,PL,PL,2000,,,,,,,,,,Needs more research,,,,,https://web.archive.org/web/20150921191011/http://www2.research.att.com/~yoix/latest/,,,,,
650,N,1,Z notation,Z notation,PL,PL,,None,,,,,,,,,"Needs more research. The ""Z"" was used for notation, for whatever reason, possibly because of Zermelo",,,,,https://en.wikipedia.org/wiki/Z_notation,,,,,
651,N,1,Z shell,Z shell,PL,PL,1990,Attribution,,,,Zhong Shao,,,,,"""The name zsh derives from the name of Yale professor Zhong Shao (then a teaching assistant at Princeton University) – Paul Falstad regarded Shao's login-id, ""zsh"", as a good name for a shell.""",,,,,https://en.wikipedia.org/wiki/Z_shell,,,,,
652,N,1,"Zebra, ZPL, ZPL2",Zebra,PL,PL,1982<,Company,,,,Zebra Inc.,,,,,,,,,,,,,,,
653,N,1,Zeno,Zeno,PL,PL,<=1995,Attribution,,,,Zeno of Elea,,,,,Named after Zeno of Elea,,,,,,,,,,
654,N,1,ZetaLisp,ZetaLisp,PL,PL,1990<,,,,,,,,,,,,,,,,,,,,
655,N,1,Zig,Zig,PL,PL,2016,,,,,,,,,,Needs more research,,,,,,,,,,
656,N,1,Zonnon,Zonnon,PL,PL,,,,,,,,,,,,,,,,,,,,,
657,N,1,ZOPL,ZOPL,PL,PL,<1970,,,,"Version Z, Our Programming Language",,,,,,,,,,,,,,,,
658,N,1,ZPL,ZPL,PL,PL,1993,,,,Z-level Programming Language,,,,,,,,,,,,,,,,
659,N,1,Z++,Z++,PL,PL,1990,Relation,,,,Z notation,Relation,C++,Relation,,,,,,YES,,,,,,
660,N,2,Lists of programming languages,,PL,,,,,,,,,,,,,,,,,,,,,,
661,N,2,List of programming languages by type,,PL,,,,,,,,,,,,,,,,,,,,,,
662,N,2,Comparison of programming languages,,PL,,,,,,,,,,,,,,,,,,,,,,
663,N,2,List of BASIC dialects by platform,,PL,,,,,,,,,,,,,,,,,,,,,,
664,N,2,List of markup languages,,PL,,,,,,,,,,,,,,,,,,,,,,
665,N,2,List of stylesheet languages,,PL,,,,,,,,,,,,,,,,,,,,,,
666,N,2,History of programming languages,,PL,,,,,,,,,,,,,,,,,,,,,,
667,N,2,Programming languages,,PL,,,,,,,,,,,,,,,,,,,,,,
668,N,2,Comparison,,PL,,,,,,,,,,,,,,,,,,,,,,
669,N,2,Timeline,,PL,,,,,,,,,,,,,,,,,,,,,,
670,N,2,History,,PL,,,,,,,,,,,,,,,,,,,,,,
671,N,2,Ada,,PL,,,,,,,,,,,,,,,,,,,,,,
672,N,2,ALGOL,,PL,,,,,,,,,,,,,,,,,,,,,,
673,N,2,APL,,PL,,,,,,,,,,,,,,,,,,,,,,
674,N,2,Assembly,,PL,,,,,,,,,,,,,,,,,,,,,,
675,N,2,BASIC,,PL,,,,,,,,,,,,,,,,,,,,,,
677,N,2,COBOL,,PL,,,,,,,,,,,,,,,,,,,,,,
678,N,2,Erlang,,PL,,,,,,,,,,,,,,,,,,,,,,
679,N,2,Forth,,PL,,,,,,,,,,,,,,,,,,,,,,
680,N,2,Fortran,,PL,,,,,,,,,,,,,,,,,,,,,,
681,N,2,Haskell,,PL,,,,,,,,,,,,,,,,,,,,,,
682,N,2,Java,,PL,,,,,,,,,,,,,,,,,,,,,,
683,N,2,JavaScript,,PL,,,,,,,,,,,,,,,,,,,,,,
684,N,2,Kotlin,,PL,,,,,,,,,,,,,,,,,,,,,,
685,N,2,Lisp,,PL,,,,,,,,,,,,,,,,,,,,,,
686,N,2,Lua,,PL,,,,,,,,,,,,,,,,,,,,,,
687,N,2,Pascal,,PL,,,,,,,,,,,,,,,,,,,,,,
688,N,2,Perl,,PL,,,,,,,,,,,,,,,,,,,,,,
689,N,2,PHP,,PL,,,,,,,,,,,,,,,,,,,,,,
690,N,2,Prolog,,PL,,,,,,,,,,,,,,,,,,,,,,
691,N,2,Python,,PL,,,,,,,,,,,,,,,,,,,,,,
692,N,2,Ruby,,PL,,,,,,,,,,,,,,,,,,,,,,
693,N,2,Rust,,PL,,,,,,,,,,,,,,,,,,,,,,
694,N,2,SQL,,PL,,,,,,,,,,,,,,,,,,,,,,
695,N,2,Shell,,PL,,,,,,,,,,,,,,,,,,,,,,
696,N,2,Simula,,PL,,,,,,,,,,,,,,,,,,,,,,
697,N,2,Smalltalk,,PL,,,,,,,,,,,,,,,,,,,,,,
698,N,2,Swift,,PL,,,,,,,,,,,,,,,,,,,,,,
699,N,2,Categorical,,PL,,,,,,,,,,,,,,,,,,,,,,
700,N,2,Generational,,PL,,,,,,,,,,,,,,,,,,,,,,
701,N,2,Non-English-based,,PL,,,,,,,,,,,,,,,,,,,,,,
702,N,2,Article,,PL,,,,,,,,,,,,,,,,,,,,,,
703,N,2,Read,,PL,,,,,,,,,,,,,,,,,,,,,,
704,N,2,Main page,,PL,,,,,,,,,,,,,,,,,,,,,,
705,N,2,Programming languagelists,,PL,,,,,,,,,,,,,,,,,,,,,,
706,N,2,Categorical,,PL,,,,,,,,,,,,,,,,,,,,,,
707,N,2,Chronological,,PL,,,,,,,,,,,,,,,,,,,,,,
708,N,2,Generational,,PL,,,,,,,,,,,,,,,,,,,,,,
709,N,2,programming languages,,PL,,,,,,,,,,,,,,,,,,,,,,
710,N,2,Dialects,,PL,,,,,,,,,,,,,,,,,,,,,,
712,N,2,esoteric programming languages,,PL,,,,,,,,,,,,,,,,,,,,,,
713,N,2,markup languages,,PL,,,,,,,,,,,,,,,,,,,,,,
714,N,2,imperative,,PL,,,,,,,,,,,,,,,,,,,,,,
715,N,2,Turing-complete,,PL,,,,,,,,,,,,,,,,,,,,,,
716,N,2,executable,,PL,,,,,,,,,,,,,,,,,,,,,,
717,N,2,markups,,PL,,,,,,,,,,,,,,,,,,,,,,
718,N,9,HTML,,PL,,,,,,,,,,,,,,,,,,,,,,
719,N,9,XML,XML,PL,,,,,,,,,,,,,,,,,,,,,,
720,N,2,Link,,PL,,,,,,,,,,,,,,,,,,,,,,
721,YES,2,SQL,,PL,,,,,,,,,,,,,,,,,,,,,,
723,N,1,GNU m4,m4,GNU,Software,,Semi-Acronym,,Phrase,macro 4,,,,,,,,,,YES,,,,,,
724,N,5,A,A,Fix,,,,,,,,,,,,,,,,,,,,,,
725,N,9,ALGOL,ALGOL,Fix,,,,,,,,,,,,,,,,,,,,,,
726,N,3,Ace DASL (Distributed Application Specification Language),,Fix,,,,,,,,,,,,,,,,,,,,,,
727,N,1,B,B,PL,PL,1969,Relation,,,,BCPL,,,,,,,,,,,,,,,
730,N,3,Standard ML,Standard ML,Fix,,,,,,,,,,,,,,,,,,,,,,
731,N,3,ML (Meta Language) https://en.wikipedia.org/wiki/ML_(programming_language),,Fix,,,,,,,,,,,,,,,,,,,,,,
732,N,3,C#,C#,,,1988,Relation,,,,C++,,,,,"The # refers to the musical note. This is intended to be a new versioning number, as in the next version numbevr of C++",,,,YES,,,,,,
734,N,3,LISP,LISP,Fix,,,,,,,,,,,,,,,,,,,,,,
735,N,3,Bourne (shell) (Stephen Bourne),Bourne,Fix,,,,,,,,,,,,,,,,,,,,,,
736,N,3,bean,bean,Fix,,,,,,,,,,,,,,,,,,,,,,
738,N,3,JOHNNIAC,JOHNNIAC,,,,,,,John von Neumann Numerical Integrator and Automatic Computer,,,,,,,,,,,,,,,,
739,N,3,SR,SR,,,,,,,,,,,,,,,,,,,,,,,
740,N,3,Go,Go,,,,,,,,,,,,,,,,,,,,,,,
741,N,3,Mad,Mad,,,,,,,,,,,,,,,,,,,,,,,
742,N,3,Google,Google,,,,,,,,,,,,,,,,,,,,,,,
743,N,3,Hy,Hy,,,,,,,,,,,,,,,,,,,,,,,
744,N,3,M4,M5,Fix,,1977,,,,,,,,,,,,,,UNSURE,,,,,,
745,N,3,M#,M#,Fix,,,,,,,,,,,,,,,,,,,,,,
746,N,3,MUD,MUD,Fix,,,,,,,,,,,,,,,,,,,,,,
747,N,3,P4,P5,Fix,,,,,,,,,,,,,,,,,,,,,,
752,N,3,Oz,Oz,Fix,,,,,,,,,,,,,,,,,,,,,,
753,N,3,R,R,Fix,,,,,,,,,,,,,,,,,,,,,,
754,N,3,nu,nu,Fix,,,,,,,,,,,,,,,,,,,,,,
755,N,3,o:XML,o:XML,Fix,,,,,,,,,,,,,,,,,,,,,,
756,N,3,P,P,Fix,,,,,,,,,,,,,,,,,,,,,,
757,N,3,rc,rc,Fix,,,,,,,,,,,,,,,,,,,,,,
758,N,3,C,C,Fix,,,,,,,,,,,,,,,,,,,,,,
759,N,3,C*,C*,Fix,,1987,,,,,*Lisp,,ANSI C,,,,,,,,,,,,,
760,N,3,ch,ch,Fix,,,,,,,,,,,,,,,,,,,,,,
761,N,4,Cilk+,Cilk+,Additive,,,,,,,,,,,,,,,,,,,,,,
762,N,3,Cilk++,Cilk++,Fix,,,,,,,C++,,,,,,,,,,,,,,,
763,N,3,D,D,Fix,,,,,,,,,,,,,,,,,,,,,,
764,N,3,dc,dc,Fix,,,,,,,,,,,,,,,,,,,,,,
765,N,3,E,E,Fix,,,,,,,,,,,,,,,,,,,,,,
766,N,3,eC,eC,Fix,,,,,,,,,,,,,,,,,,,,,,
767,N,3,es,es,Fix,,,,,,,,,,,,,,,,,,,,,,
768,N,3,F,F,Fix,,,,,,,,,,,,,,,,,,,,,,
769,N,3,F*,F*,Fix,,,,,,,,,,,,,,,,,,,,,,
770,N,3,FL,FL,Fix,,,,,,,,,,,,,,,,,,,,,,
771,N,3,FOIL (2),FOIL (2),Custom,,,,,,,,,,,,,,,,,,,,,,
773,N,3,J,J,Fix,,,,,,,,,,,,,,,,,,,,,,
774,N,3,S,S,Fix,,,,,,,,,,,,,,,,,,,,,,
775,N,3,S2,S3,Fix,,,,,,,,,,,,,,,,,,,,,,
776,N,3,S3,S4,Fix,,,,,,,,,,,,,,,,,,,,,,
777,N,3,io,io,,,,,,,,,,,,,,,,,,,,,,,
778,N,3,K,K,,,,,,,,,,,,,,,,,,,,,,,
779,N,3,T,T,,,,,,,,,,,,,,,,,,,,,,,
780,N,3,XC,XC,,,,,,,,,,,,,,,,,,,,,,,
781,N,3,XL,XL,,,,,,,,,,,,,,,,,,,,,,,
782,N,3,Emacs,Emacs,,,,,,,,,,,,,,,,,,,,,,,
783,N,3,Lisp (?),Lisp (?),,,,,,,,,,,,,,,,,,,,,,,
784,N,1,awk,awk,,,,,,,,,,,,,,,,,,,,,,,
787,N,1,C,C,,,,,,,,,,,,,,,,,,,,,,,
788,N,1,C*,C*,,,,,,,,,,,,,,,,,,,,,,,
789,N,1,C#,C#,,,,,,,,,,,,,,,,,,,,,,,
790,N,1,cd,cd,,,,,,,,,,,,,,,,,,,,,,,
791,N,1,D,D,,,,,,,,,,,,,,,,,,,,,,,
792,N,1,dc,dc,,,,,,,,,,,,,,,,,,,,,,,
793,N,1,e,e,,,,,,,,,,,,,,,,,,,,,,,
794,N,1,eC,eC,,,,,,,,,,,,,,,,,,,,,,,
795,N,1,es,es,,,,,,,,,,,,,,,,,,,,,,,
796,N,1,F,F,,,,,,,,,,,,,,,,,,,,,,,
797,N,1,F*,F*,,,,,,,,,,,,,,,,,,,,,,,
798,N,1,FL,FL,,,,,,,,,,,,,,,,,,,,,,,
799,N,1,Go,Go,,,,,,,,,,,,,,,,,,,,,,,
800,N,1,Hy,Hy,,,,,,,,,,,,,,,,,,,,,,,
801,N,1,Io,Io,,,,,,,,,,,,,,,,,,,,,,,
802,N,1,J,J,,,,,,,,,,,,,,,,,,,,,,,
803,N,1,K,K,,,,,,,,,,,,,,,,,,,,,,,
804,N,1,M4,M5,,,,,,,,,,,,,,,,,,,,,,,
805,N,1,M#,M#,,,,,,,,,,,,,,,,,,,,,,,
806,N,1,ML,ML,,,,,,,,,,,,,,,,,,,,,,,
807,N,1,Nu,Nu,,,,,,,,,,,,,,,,,,,,,,,
808,N,1,o:XML,o:XML,,,,,,,,,,,,,,,,,,,,,,,
809,N,1,Oz,Oz,,,,,,,,,,,,,,,,,,,,,,,
810,N,1,P,P,,,,,,,,,,,,,,,,,,,,,,,
811,N,1,P4,P5,,,,,,,,,,,,,,,,,,,,,,,
812,N,1,R,R,,,,,,,,,,,,,,,,,,,,,,,
813,N,1,rc,rc,,,,,,,,,,,,,,,,,,,,,,,
814,N,1,S,S,,,,,,,,,,,,,,,,,,,,,,,
815,N,1,S2,S3,,,,,,,,,,,,,,,,,,,,,,,
816,N,1,S3,S4,,,,,,,,,,,,,,,,,,,,,,,
817,N,1,T,T,,,,,,,,,,,,,,,,,,,,,,,
818,N,1,XL,XL,,,,,,,,,,,,,,,,,,,,,,,
